Filme_1, 4.7
Filme_2, 7.7
Filme_3, 6.5
Filme_4, 9.2
Filme_5, 5.6
Filme_6, 3.7
Filme_7, 2.3
Filme_8, 5.7
Filme_9, 3.5
Filme_10, 1.4
Filme_11, 8.2
Filme_12, 7.3
Filme_13, 6.1
Filme_14, 6.4
Filme_15, 9.0
Filme_16, 2.4
Filme_17, 4.2
Filme_18, 6.4
Filme_19, 3.9
Filme_20, 2.9
Filme_21, 3.6
Filme_22, 7.9
Filme_23, 6.6
Filme_24, 4.1
Filme_25, 3.4
Filme_26, 7.0
Filme_27, 4.1
Filme_28, 9.8
Filme_29, 8.6
Filme_30, 9.4
Filme_31, 7.6
Filme_32, 8.3
Filme_33, 6.7
Filme_34, 9.8
Filme_35, 8.3
Filme_36, 8.3
Filme_37, 4.1
Filme_38, 2.7
Filme_39, 7.1
Filme_40, 2.9
Filme_41, 6.4
Filme_42, 8.4
Filme_43, 6.8
Filme_44, 1.6
Filme_45, 5.4
Filme_46, 3.4
Filme_47, 6.1
Filme_48, 3.7
Filme_49, 3.0
Filme_50, 8.3
Filme_51, 3.5
Filme_52, 8.5
Filme_53, 1.4
Filme_54, 2.5
Filme_55, 8.2
Filme_56, 1.4
Filme_57, 5.6
Filme_58, 7.0
Filme_59, 4.4
Filme_60, 6.5
Filme_61, 0.9
Filme_62, 6.6
Filme_63, 1.4
Filme_64, 2.6
Filme_65, 1.7
Filme_66, 5.9
Filme_67, 1.9
Filme_68, 5.0
Filme_69, 2.8
Filme_70, 6.6
Filme_71, 8.9
Filme_72, 0.8
Filme_73, 2.3
Filme_74, 7.2
Filme_75, 4.4
Filme_76, 2.8
Filme_77, 9.1
Filme_78, 9.2
Filme_79, 6.5
Filme_80, 1.1
Filme_81, 9.6
Filme_82, 4.1
Filme_83, 3.2
Filme_84, 3.2
Filme_85, 3.9
Filme_86, 1.5
Filme_87, 0.7
Filme_88, 6.0
Filme_89, 0.2
Filme_90, 4.1
Filme_91, 4.3
Filme_92, 6.5
Filme_93, 6.2
Filme_94, 9.8
Filme_95, 4.2
Filme_96, 4.2
Filme_97, 5.5
Filme_98, 9.7
Filme_99, 3.7
Filme_100, 7.3
Filme_101, 2.3
Filme_102, 1.9
Filme_103, 4.4
Filme_104, 9.2
Filme_105, 0.8
Filme_106, 0.7
Filme_107, 4.8
Filme_108, 1.3
Filme_109, 4.5
Filme_110, 8.3
Filme_111, 4.2
Filme_112, 8.4
Filme_113, 5.1
Filme_114, 3.4
Filme_115, 0.2
Filme_116, 8.1
Filme_117, 0.3
Filme_118, 1.9
Filme_119, 8.3
Filme_120, 1.2
Filme_121, 5.2
Filme_122, 3.4
Filme_123, 6.9
Filme_124, 0.0
Filme_125, 3.2
Filme_126, 2.6
Filme_127, 4.6
Filme_128, 1.9
Filme_129, 7.1
Filme_130, 7.9
Filme_131, 1.1
Filme_132, 2.1
Filme_133, 1.8
Filme_134, 3.3
Filme_135, 3.3
Filme_136, 5.6
Filme_137, 0.3
Filme_138, 6.7
Filme_139, 5.5
Filme_140, 2.8
Filme_141, 4.8
Filme_142, 0.2
Filme_143, 1.4
Filme_144, 8.7
Filme_145, 5.9
Filme_146, 7.8
Filme_147, 5.1
Filme_148, 8.6
Filme_149, 4.4
Filme_150, 0.5
Filme_151, 3.6
Filme_152, 2.7
Filme_153, 0.1
Filme_154, 3.1
Filme_155, 5.9
Filme_156, 8.4
Filme_157, 8.3
Filme_158, 4.1
Filme_159, 9.2
Filme_160, 6.9
Filme_161, 6.4
Filme_162, 6.1
Filme_163, 7.1
Filme_164, 9.9
Filme_165, 8.4
Filme_166, 9.6
Filme_167, 4.0
Filme_168, 8.0
Filme_169, 8.0
Filme_170, 8.6
Filme_171, 7.6
Filme_172, 7.3
Filme_173, 6.0
Filme_174, 0.9
Filme_175, 1.5
Filme_176, 3.7
Filme_177, 7.7
Filme_178, 4.6
Filme_179, 3.7
Filme_180, 4.8
Filme_181, 8.5
Filme_182, 2.8
Filme_183, 8.9
Filme_184, 7.8
Filme_185, 0.4
Filme_186, 9.5
Filme_187, 2.2
Filme_188, 5.3
Filme_189, 2.9
Filme_190, 1.0
Filme_191, 0.5
Filme_192, 2.0
Filme_193, 5.9
Filme_194, 8.5
Filme_195, 9.6
Filme_196, 9.6
Filme_197, 0.2
Filme_198, 2.2
Filme_199, 6.8
Filme_200, 4.2
Filme_201, 0.8
Filme_202, 3.7
Filme_203, 4.6
Filme_204, 0.3
Filme_205, 3.4
Filme_206, 2.6
Filme_207, 2.6
Filme_208, 0.3
Filme_209, 9.0
Filme_210, 5.5
Filme_211, 5.0
Filme_212, 5.4
Filme_213, 9.3
Filme_214, 9.6
Filme_215, 1.6
Filme_216, 8.0
Filme_217, 3.9
Filme_218, 2.0
Filme_219, 3.5
Filme_220, 4.0
Filme_221, 2.9
Filme_222, 10.0
Filme_223, 7.7
Filme_224, 4.7
Filme_225, 0.9
Filme_226, 1.8
Filme_227, 7.6
Filme_228, 1.3
Filme_229, 1.8
Filme_230, 5.8
Filme_231, 7.5
Filme_232, 3.8
Filme_233, 6.8
Filme_234, 1.7
Filme_235, 0.0
Filme_236, 1.1
Filme_237, 9.4
Filme_238, 3.8
Filme_239, 9.6
Filme_240, 7.4
Filme_241, 3.2
Filme_242, 3.0
Filme_243, 5.6
Filme_244, 9.8
Filme_245, 9.1
Filme_246, 9.5
Filme_247, 6.0
Filme_248, 2.3
Filme_249, 0.3
Filme_250, 9.5
Filme_251, 2.6
Filme_252, 0.4
Filme_253, 0.1
Filme_254, 7.4
Filme_255, 9.3
Filme_256, 8.2
Filme_257, 4.3
Filme_258, 4.6
Filme_259, 7.4
Filme_260, 8.8
Filme_261, 8.1
Filme_262, 9.6
Filme_263, 7.6
Filme_264, 8.5
Filme_265, 5.7
Filme_266, 6.0
Filme_267, 2.0
Filme_268, 8.6
Filme_269, 8.4
Filme_270, 1.6
Filme_271, 2.7
Filme_272, 1.7
Filme_273, 6.2
Filme_274, 1.8
Filme_275, 8.6
Filme_276, 5.4
Filme_277, 4.5
Filme_278, 0.6
Filme_279, 8.2
Filme_280, 4.0
Filme_281, 5.6
Filme_282, 9.7
Filme_283, 1.3
Filme_284, 6.1
Filme_285, 6.8
Filme_286, 8.1
Filme_287, 8.8
Filme_288, 8.4
Filme_289, 9.0
Filme_290, 6.8
Filme_291, 4.7
Filme_292, 8.0
Filme_293, 5.3
Filme_294, 6.9
Filme_295, 8.4
Filme_296, 8.5
Filme_297, 6.4
Filme_298, 5.3
Filme_299, 7.6
Filme_300, 9.4
Filme_301, 8.0
Filme_302, 2.6
Filme_303, 8.4
Filme_304, 5.5
Filme_305, 0.6
Filme_306, 0.4
Filme_307, 0.9
Filme_308, 0.1
Filme_309, 2.0
Filme_310, 4.6
Filme_311, 9.7
Filme_312, 5.0
Filme_313, 6.6
Filme_314, 2.4
Filme_315, 1.3
Filme_316, 4.7
Filme_317, 4.6
Filme_318, 7.2
Filme_319, 2.1
Filme_320, 3.2
Filme_321, 4.3
Filme_322, 2.8
Filme_323, 2.6
Filme_324, 4.7
Filme_325, 2.9
Filme_326, 3.9
Filme_327, 3.9
Filme_328, 8.3
Filme_329, 7.2
Filme_330, 4.3
Filme_331, 9.3
Filme_332, 2.0
Filme_333, 6.7
Filme_334, 1.8
Filme_335, 9.2
Filme_336, 1.3
Filme_337, 2.9
Filme_338, 9.8
Filme_339, 9.1
Filme_340, 5.0
Filme_341, 5.7
Filme_342, 1.2
Filme_343, 2.3
Filme_344, 4.5
Filme_345, 8.1
Filme_346, 1.4
Filme_347, 6.8
Filme_348, 9.1
Filme_349, 2.4
Filme_350, 0.6
Filme_351, 2.2
Filme_352, 8.7
Filme_353, 5.2
Filme_354, 2.2
Filme_355, 3.6
Filme_356, 0.2
Filme_357, 4.1
Filme_358, 3.2
Filme_359, 5.4
Filme_360, 10.0
Filme_361, 2.3
Filme_362, 5.1
Filme_363, 0.6
Filme_364, 6.1
Filme_365, 4.5
Filme_366, 2.0
Filme_367, 1.7
Filme_368, 1.5
Filme_369, 9.3
Filme_370, 5.6
Filme_371, 7.4
Filme_372, 2.8
Filme_373, 5.5
Filme_374, 1.2
Filme_375, 3.8
Filme_376, 7.9
Filme_377, 9.0
Filme_378, 8.7
Filme_379, 2.4
Filme_380, 6.3
Filme_381, 3.7
Filme_382, 2.5
Filme_383, 2.7
Filme_384, 5.9
Filme_385, 7.0
Filme_386, 9.3
Filme_387, 8.6
Filme_388, 8.8
Filme_389, 5.5
Filme_390, 4.7
Filme_391, 6.8
Filme_392, 6.6
Filme_393, 7.7
Filme_394, 3.3
Filme_395, 4.2
